分拣中心,日期,小时,货量
SC6,2023-12-11,9,965
SC6,2023-12-11,10,869
SC6,2023-12-11,11,1061
SC6,2023-12-11,12,870
SC6,2023-12-11,13,148
SC6,2023-12-11,14,109
SC6,2023-12-11,15,222
SC6,2023-12-11,16,233
SC6,2023-12-11,17,258
SC6,2023-12-11,18,1725
SC6,2023-12-11,19,2900
SC6,2023-12-11,20,2954
SC6,2023-12-11,21,3241
SC6,2023-12-11,22,2865
SC6,2023-12-11,23,1445
SC6,2023-12-12,0,1858
SC6,2023-12-12,1,2110
SC6,2023-12-12,2,2381
SC6,2023-12-12,3,2408
SC6,2023-12-12,4,2302
SC6,2023-12-12,5,1962
SC6,2023-12-12,6,132
SC6,2023-12-12,7,229
SC6,2023-12-12,8,300
SC6,2023-12-12,9,1124
SC6,2023-12-12,10,1012
SC6,2023-12-12,11,1235
SC6,2023-12-12,12,1013
SC6,2023-12-12,13,172
SC6,2023-12-12,14,127
SC6,2023-12-12,15,258
SC6,2023-12-12,16,271
SC6,2023-12-12,17,301
SC6,2023-12-12,18,2008
SC6,2023-12-12,19,3377
SC6,2023-12-12,20,3439
SC6,2023-12-12,21,3773
SC6,2023-12-12,22,3335
SC6,2023-12-12,23,1682
SC6,2023-12-13,0,2012
SC6,2023-12-13,1,2285
SC6,2023-12-13,2,2578
SC6,2023-12-13,3,2608
SC6,2023-12-13,4,2493
SC6,2023-12-13,5,2125
SC6,2023-12-13,6,143
SC6,2023-12-13,7,248
SC6,2023-12-13,8,325
SC6,2023-12-13,9,1217
SC6,2023-12-13,10,1096
SC6,2023-12-13,11,1337
SC6,2023-12-13,12,1097
SC6,2023-12-13,13,186
SC6,2023-12-13,14,137
SC6,2023-12-13,15,280
SC6,2023-12-13,16,294
SC6,2023-12-13,17,326
SC6,2023-12-13,18,2174
SC6,2023-12-13,19,3657
SC6,2023-12-13,20,3724
SC6,2023-12-13,21,4086
SC6,2023-12-13,22,3612
SC6,2023-12-13,23,1821
SC6,2023-12-14,0,1950
SC6,2023-12-14,1,2215
SC6,2023-12-14,2,2500
SC6,2023-12-14,3,2528
SC6,2023-12-14,4,2416
SC6,2023-12-14,5,2060
SC6,2023-12-14,6,139
SC6,2023-12-14,7,240
SC6,2023-12-14,8,315
SC6,2023-12-14,9,1180
SC6,2023-12-14,10,1062
SC6,2023-12-14,11,1296
SC6,2023-12-14,12,1064
SC6,2023-12-14,13,181
SC6,2023-12-14,14,133
SC6,2023-12-14,15,271
SC6,2023-12-14,16,285
SC6,2023-12-14,17,316
SC6,2023-12-14,18,2108
SC6,2023-12-14,19,3545
SC6,2023-12-14,20,3610
SC6,2023-12-14,21,3961
SC6,2023-12-14,22,3502
SC6,2023-12-14,23,1766
SC6,2023-12-15,0,1780
SC6,2023-12-15,1,2021
SC6,2023-12-15,2,2281
SC6,2023-12-15,3,2307
SC6,2023-12-15,4,2205
SC6,2023-12-15,5,1880
SC6,2023-12-15,6,127
SC6,2023-12-15,7,219
SC6,2023-12-15,8,288
SC6,2023-12-15,9,1077
SC6,2023-12-15,10,969
SC6,2023-12-15,11,1183
SC6,2023-12-15,12,971
SC6,2023-12-15,13,165
SC6,2023-12-15,14,121
SC6,2023-12-15,15,248
SC6,2023-12-15,16,260
SC6,2023-12-15,17,288
SC6,2023-12-15,18,1924
SC6,2023-12-15,19,3235
SC6,2023-12-15,20,3294
SC6,2023-12-15,21,3615
SC6,2023-12-15,22,3195
SC6,2023-12-15,23,1611
SC6,2023-12-16,0,1740
SC6,2023-12-16,1,1976
SC6,2023-12-16,2,2230
SC6,2023-12-16,3,2255
SC6,2023-12-16,4,2155
SC6,2023-12-16,5,1837
SC6,2023-12-16,6,124
SC6,2023-12-16,7,214
SC6,2023-12-16,8,281
SC6,2023-12-16,9,1052
SC6,2023-12-16,10,948
SC6,2023-12-16,11,1156
SC6,2023-12-16,12,949
SC6,2023-12-16,13,161
SC6,2023-12-16,14,119
SC6,2023-12-16,15,242
SC6,2023-12-16,16,254
SC6,2023-12-16,17,282
SC6,2023-12-16,18,1880
SC6,2023-12-16,19,3162
SC6,2023-12-16,20,3220
SC6,2023-12-16,21,3534
SC6,2023-12-16,22,3124
SC6,2023-12-16,23,1575
SC6,2023-12-17,0,1648
SC6,2023-12-17,1,1871
SC6,2023-12-17,2,2111
SC6,2023-12-17,3,2136
SC6,2023-12-17,4,2041
SC6,2023-12-17,5,1740
SC6,2023-12-17,6,117
SC6,2023-12-17,7,203
SC6,2023-12-17,8,266
SC6,2023-12-17,9,997
SC6,2023-12-17,10,897
SC6,2023-12-17,11,1095
SC6,2023-12-17,12,899
SC6,2023-12-17,13,153
SC6,2023-12-17,14,112
SC6,2023-12-17,15,229
SC6,2023-12-17,16,241
SC6,2023-12-17,17,267
SC6,2023-12-17,18,1781
SC6,2023-12-17,19,2995
SC6,2023-12-17,20,3049
SC6,2023-12-17,21,3346
SC6,2023-12-17,22,2958
SC6,2023-12-17,23,1492
SC6,2023-12-18,0,1609
SC6,2023-12-18,1,1827
SC6,2023-12-18,2,2062
SC6,2023-12-18,3,2086
SC6,2023-12-18,4,1993
SC6,2023-12-18,5,1699
SC6,2023-12-18,6,114
SC6,2023-12-18,7,198
SC6,2023-12-18,8,260
SC6,2023-12-18,9,973
SC6,2023-12-18,10,876
SC6,2023-12-18,11,1069
SC6,2023-12-18,12,878
SC6,2023-12-18,13,149
SC6,2023-12-18,14,110
SC6,2023-12-18,15,224
SC6,2023-12-18,16,235
SC6,2023-12-18,17,260
SC6,2023-12-18,18,1739
SC6,2023-12-18,19,2925
SC6,2023-12-18,20,2978
SC6,2023-12-18,21,3268
SC6,2023-12-18,22,2889
SC6,2023-12-18,23,1457
SC6,2023-12-19,0,1480
SC6,2023-12-19,1,1680
SC6,2023-12-19,2,1896
SC6,2023-12-19,3,1918
SC6,2023-12-19,4,1833
SC6,2023-12-19,5,1563
SC6,2023-12-19,6,105
SC6,2023-12-19,7,182
SC6,2023-12-19,8,239
SC6,2023-12-19,9,895
SC6,2023-12-19,10,806
SC6,2023-12-19,11,984
SC6,2023-12-19,12,807
SC6,2023-12-19,13,137
SC6,2023-12-19,14,101
SC6,2023-12-19,15,206
SC6,2023-12-19,16,216
SC6,2023-12-19,17,240
SC6,2023-12-19,18,1599
SC6,2023-12-19,19,2690
SC6,2023-12-19,20,2739
SC6,2023-12-19,21,3006
SC6,2023-12-19,22,2657
SC6,2023-12-19,23,1340
SC6,2023-12-20,0,1485
SC6,2023-12-20,1,1686
SC6,2023-12-20,2,1903
SC6,2023-12-20,3,1925
SC6,2023-12-20,4,1840
SC6,2023-12-20,5,1568
SC6,2023-12-20,6,106
SC6,2023-12-20,7,183
SC6,2023-12-20,8,240
SC6,2023-12-20,9,898
SC6,2023-12-20,10,809
SC6,2023-12-20,11,987
SC6,2023-12-20,12,810
SC6,2023-12-20,13,138
SC6,2023-12-20,14,101
SC6,2023-12-20,15,207
SC6,2023-12-20,16,217
SC6,2023-12-20,17,240
SC6,2023-12-20,18,1605
SC6,2023-12-20,19,2699
SC6,2023-12-20,20,2749
SC6,2023-12-20,21,3016
SC6,2023-12-20,22,2666
SC6,2023-12-20,23,1345
SC6,2023-12-21,0,1447
SC6,2023-12-21,1,1643
SC6,2023-12-21,2,1854
SC6,2023-12-21,3,1875
SC6,2023-12-21,4,1793
SC6,2023-12-21,5,1528
SC6,2023-12-21,6,103
SC6,2023-12-21,7,178
SC6,2023-12-21,8,234
SC6,2023-12-21,9,875
SC6,2023-12-21,10,788
SC6,2023-12-21,11,962
SC6,2023-12-21,12,789
SC6,2023-12-21,13,134
SC6,2023-12-21,14,99
SC6,2023-12-21,15,201
SC6,2023-12-21,16,211
SC6,2023-12-21,17,234
SC6,2023-12-21,18,1564
SC6,2023-12-21,19,2630
SC6,2023-12-21,20,2678
SC6,2023-12-21,21,2939
SC6,2023-12-21,22,2598
SC6,2023-12-21,23,1310
SC6,2023-12-22,0,1420
SC6,2023-12-22,1,1613
SC6,2023-12-22,2,1820
SC6,2023-12-22,3,1841
SC6,2023-12-22,4,1760
SC6,2023-12-22,5,1500
SC6,2023-12-22,6,101
SC6,2023-12-22,7,175
SC6,2023-12-22,8,230
SC6,2023-12-22,9,859
SC6,2023-12-22,10,774
SC6,2023-12-22,11,944
SC6,2023-12-22,12,775
SC6,2023-12-22,13,132
SC6,2023-12-22,14,97
SC6,2023-12-22,15,198
SC6,2023-12-22,16,207
SC6,2023-12-22,17,230
SC6,2023-12-22,18,1535
SC6,2023-12-22,19,2582
SC6,2023-12-22,20,2629
SC6,2023-12-22,21,2885
SC6,2023-12-22,22,2550
SC6,2023-12-22,23,1286
SC6,2023-12-23,0,1444
SC6,2023-12-23,1,1640
SC6,2023-12-23,2,1851
SC6,2023-12-23,3,1872
SC6,2023-12-23,4,1789
SC6,2023-12-23,5,1525
SC6,2023-12-23,6,103
SC6,2023-12-23,7,178
SC6,2023-12-23,8,233
SC6,2023-12-23,9,874
SC6,2023-12-23,10,787
SC6,2023-12-23,11,960
SC6,2023-12-23,12,788
SC6,2023-12-23,13,134
SC6,2023-12-23,14,98
SC6,2023-12-23,15,201
SC6,2023-12-23,16,211
SC6,2023-12-23,17,234
SC6,2023-12-23,18,1561
SC6,2023-12-23,19,2625
SC6,2023-12-23,20,2673
SC6,2023-12-23,21,2933
SC6,2023-12-23,22,2593
SC6,2023-12-23,23,1307
SC6,2023-12-24,0,1505
SC6,2023-12-24,1,1709
SC6,2023-12-24,2,1929
SC6,2023-12-24,3,1951
SC6,2023-12-24,4,1865
SC6,2023-12-24,5,1590
SC6,2023-12-24,6,107
SC6,2023-12-24,7,185
SC6,2023-12-24,8,243
SC6,2023-12-24,9,911
SC6,2023-12-24,10,820
SC6,2023-12-24,11,1000
SC6,2023-12-24,12,821
SC6,2023-12-24,13,139
SC6,2023-12-24,14,103
SC6,2023-12-24,15,209
SC6,2023-12-24,16,220
SC6,2023-12-24,17,244
SC6,2023-12-24,18,1627
SC6,2023-12-24,19,2736
SC6,2023-12-24,20,2786
SC6,2023-12-24,21,3057
SC6,2023-12-24,22,2702
SC6,2023-12-24,23,1363
SC6,2023-12-25,0,1511
SC6,2023-12-25,1,1716
SC6,2023-12-25,2,1937
SC6,2023-12-25,3,1959
SC6,2023-12-25,4,1872
SC6,2023-12-25,5,1596
SC6,2023-12-25,6,107
SC6,2023-12-25,7,186
SC6,2023-12-25,8,244
SC6,2023-12-25,9,914
SC6,2023-12-25,10,823
SC6,2023-12-25,11,1004
SC6,2023-12-25,12,824
SC6,2023-12-25,13,140
SC6,2023-12-25,14,103
SC6,2023-12-25,15,210
SC6,2023-12-25,16,221
SC6,2023-12-25,17,245
SC6,2023-12-25,18,1633
SC6,2023-12-25,19,2747
SC6,2023-12-25,20,2797
SC6,2023-12-25,21,3069
SC6,2023-12-25,22,2713
SC6,2023-12-25,23,1368
SC6,2023-12-26,0,1482
SC6,2023-12-26,1,1683
SC6,2023-12-26,2,1900
SC6,2023-12-26,3,1921
SC6,2023-12-26,4,1836
SC6,2023-12-26,5,1565
SC6,2023-12-26,6,105
SC6,2023-12-26,7,182
SC6,2023-12-26,8,240
SC6,2023-12-26,9,897
SC6,2023-12-26,10,807
SC6,2023-12-26,11,985
SC6,2023-12-26,12,809
SC6,2023-12-26,13,137
SC6,2023-12-26,14,101
SC6,2023-12-26,15,206
SC6,2023-12-26,16,217
SC6,2023-12-26,17,240
SC6,2023-12-26,18,1602
SC6,2023-12-26,19,2694
SC6,2023-12-26,20,2744
SC6,2023-12-26,21,3011
SC6,2023-12-26,22,2661
SC6,2023-12-26,23,1342
SC6,2023-12-27,0,1550
SC6,2023-12-27,1,1761
SC6,2023-12-27,2,1987
SC6,2023-12-27,3,2010
SC6,2023-12-27,4,1921
SC6,2023-12-27,5,1637
SC6,2023-12-27,6,110
SC6,2023-12-27,7,191
SC6,2023-12-27,8,251
SC6,2023-12-27,9,938
SC6,2023-12-27,10,845
SC6,2023-12-27,11,1031
SC6,2023-12-27,12,846
SC6,2023-12-27,13,144
SC6,2023-12-27,14,106
SC6,2023-12-27,15,216
SC6,2023-12-27,16,226
SC6,2023-12-27,17,251
SC6,2023-12-27,18,1676
SC6,2023-12-27,19,2818
SC6,2023-12-27,20,2870
SC6,2023-12-27,21,3149
SC6,2023-12-27,22,2784
SC6,2023-12-27,23,1404
SC6,2023-12-28,0,1476
SC6,2023-12-28,1,1676
SC6,2023-12-28,2,1891
SC6,2023-12-28,3,1913
SC6,2023-12-28,4,1828
SC6,2023-12-28,5,1559
SC6,2023-12-28,6,105
SC6,2023-12-28,7,182
SC6,2023-12-28,8,239
SC6,2023-12-28,9,893
SC6,2023-12-28,10,804
SC6,2023-12-28,11,981
SC6,2023-12-28,12,805
SC6,2023-12-28,13,137
SC6,2023-12-28,14,101
SC6,2023-12-28,15,205
SC6,2023-12-28,16,216
SC6,2023-12-28,17,239
SC6,2023-12-28,18,1595
SC6,2023-12-28,19,2682
SC6,2023-12-28,20,2732
SC6,2023-12-28,21,2997
SC6,2023-12-28,22,2650
SC6,2023-12-28,23,1336
SC6,2023-12-29,0,1507
SC6,2023-12-29,1,1712
SC6,2023-12-29,2,1932
SC6,2023-12-29,3,1954
SC6,2023-12-29,4,1868
SC6,2023-12-29,5,1592
SC6,2023-12-29,6,107
SC6,2023-12-29,7,185
SC6,2023-12-29,8,244
SC6,2023-12-29,9,912
SC6,2023-12-29,10,821
SC6,2023-12-29,11,1002
SC6,2023-12-29,12,822
SC6,2023-12-29,13,140
SC6,2023-12-29,14,103
SC6,2023-12-29,15,210
SC6,2023-12-29,16,220
SC6,2023-12-29,17,244
SC6,2023-12-29,18,1629
SC6,2023-12-29,19,2740
SC6,2023-12-29,20,2790
SC6,2023-12-29,21,3062
SC6,2023-12-29,22,2706
SC6,2023-12-29,23,1365
SC6,2023-12-30,0,1506
SC6,2023-12-30,1,1711
SC6,2023-12-30,2,1931
SC6,2023-12-30,3,1953
SC6,2023-12-30,4,1866
SC6,2023-12-30,5,1591
SC6,2023-12-30,6,107
SC6,2023-12-30,7,185
SC6,2023-12-30,8,244
SC6,2023-12-30,9,911
SC6,2023-12-30,10,821
SC6,2023-12-30,11,1001
SC6,2023-12-30,12,822
SC6,2023-12-30,13,140
SC6,2023-12-30,14,103
SC6,2023-12-30,15,210
SC6,2023-12-30,16,220
SC6,2023-12-30,17,244
SC6,2023-12-30,18,1628
SC6,2023-12-30,19,2738
SC6,2023-12-30,20,2788
SC6,2023-12-30,21,3060
SC6,2023-12-30,22,2705
SC6,2023-12-30,23,1364
SC7,2023-12-1,0,2273
SC7,2023-12-1,1,2277
SC7,2023-12-1,2,2645
SC7,2023-12-1,3,2274
SC7,2023-12-1,4,1870
SC7,2023-12-1,5,1731
SC7,2023-12-1,6,161
SC7,2023-12-1,7,124
SC7,2023-12-1,8,192
SC7,2023-12-1,9,232
SC7,2023-12-1,10,561
SC7,2023-12-1,11,842
SC7,2023-12-1,12,1400
SC7,2023-12-1,13,2771
SC7,2023-12-1,14,1025
SC7,2023-12-1,15,2249
SC7,2023-12-1,16,659
SC7,2023-12-1,17,1282
SC7,2023-12-1,18,1097
SC7,2023-12-1,19,1382
SC7,2023-12-1,20,1904
SC7,2023-12-1,21,1868
SC7,2023-12-1,22,2235
SC7,2023-12-1,23,2718
SC7,2023-12-2,0,3032
SC7,2023-12-2,1,3037
SC7,2023-12-2,2,3528
SC7,2023-12-2,3,3033
SC7,2023-12-2,4,2495
SC7,2023-12-2,5,2308
SC7,2023-12-2,6,215
SC7,2023-12-2,7,166
SC7,2023-12-2,8,255
SC7,2023-12-2,9,309
SC7,2023-12-2,10,749
SC7,2023-12-2,11,1123
SC7,2023-12-2,12,1867
SC7,2023-12-2,13,3695
SC7,2023-12-2,14,1367
SC7,2023-12-2,15,3000
SC7,2023-12-2,16,879
SC7,2023-12-2,17,1710
SC7,2023-12-2,18,1463
SC7,2023-12-2,19,1844
SC7,2023-12-2,20,2539
SC7,2023-12-2,21,2492
SC7,2023-12-2,22,2982
SC7,2023-12-2,23,3625
SC7,2023-12-3,0,3384
SC7,2023-12-3,1,3390
SC7,2023-12-3,2,3938
SC7,2023-12-3,3,3385
SC7,2023-12-3,4,2785
SC7,2023-12-3,5,2577
SC7,2023-12-3,6,240
SC7,2023-12-3,7,185
SC7,2023-12-3,8,285
SC7,2023-12-3,9,345
SC7,2023-12-3,10,836
SC7,2023-12-3,11,1254
SC7,2023-12-3,12,2084
SC7,2023-12-3,13,4125
SC7,2023-12-3,14,1526
SC7,2023-12-3,15,3349
SC7,2023-12-3,16,981
SC7,2023-12-3,17,1909
SC7,2023-12-3,18,1633
SC7,2023-12-3,19,2058
SC7,2023-12-3,20,2834
SC7,2023-12-3,21,2781
SC7,2023-12-3,22,3328
SC7,2023-12-3,23,4047
SC7,2023-12-4,0,3287
SC7,2023-12-4,1,3292
SC7,2023-12-4,2,3825
SC7,2023-12-4,3,3288
SC7,2023-12-4,4,2705
SC7,2023-12-4,5,2502
SC7,2023-12-4,6,233
SC7,2023-12-4,7,180
SC7,2023-12-4,8,277
SC7,2023-12-4,9,335
SC7,2023-12-4,10,812
SC7,2023-12-4,11,1218
SC7,2023-12-4,12,2024
SC7,2023-12-4,13,4006
SC7,2023-12-4,14,1482
SC7,2023-12-4,15,3253
SC7,2023-12-4,16,953
SC7,2023-12-4,17,1854
SC7,2023-12-4,18,1587
SC7,2023-12-4,19,1999
SC7,2023-12-4,20,2753
SC7,2023-12-4,21,2701
SC7,2023-12-4,22,3233
SC7,2023-12-4,23,3930
SC7,2023-12-5,0,3164
SC7,2023-12-5,1,3169
SC7,2023-12-5,2,3682
SC7,2023-12-5,3,3165
SC7,2023-12-5,4,2603
SC7,2023-12-5,5,2409
SC7,2023-12-5,6,225
SC7,2023-12-5,7,173
SC7,2023-12-5,8,267
SC7,2023-12-5,9,323
SC7,2023-12-5,10,781
SC7,2023-12-5,11,1172
SC7,2023-12-5,12,1948
SC7,2023-12-5,13,3857
SC7,2023-12-5,14,1426
SC7,2023-12-5,15,3131
SC7,2023-12-5,16,917
SC7,2023-12-5,17,1785
SC7,2023-12-5,18,1527
SC7,2023-12-5,19,1924
SC7,2023-12-5,20,2650
SC7,2023-12-5,21,2600
SC7,2023-12-5,22,3112
SC7,2023-12-5,23,3784
SC7,2023-12-6,0,3008
SC7,2023-12-6,1,3012
SC7,2023-12-6,2,3500
SC7,2023-12-6,3,3009
SC7,2023-12-6,4,2475
SC7,2023-12-6,5,2290
SC7,2023-12-6,6,214
SC7,2023-12-6,7,164
SC7,2023-12-6,8,253
SC7,2023-12-6,9,307
SC7,2023-12-6,10,743
SC7,2023-12-6,11,1114
SC7,2023-12-6,12,1852
SC7,2023-12-6,13,3666
SC7,2023-12-6,14,1356
SC7,2023-12-6,15,2977
SC7,2023-12-6,16,872
SC7,2023-12-6,17,1697
SC7,2023-12-6,18,1452
SC7,2023-12-6,19,1829
SC7,2023-12-6,20,2519
SC7,2023-12-6,21,2472
SC7,2023-12-6,22,2958
SC7,2023-12-6,23,3596
SC7,2023-12-7,0,2718
SC7,2023-12-7,1,2722
SC7,2023-12-7,2,3163
SC7,2023-12-7,3,2719
SC7,2023-12-7,4,2236
SC7,2023-12-7,5,2069
SC7,2023-12-7,6,193
SC7,2023-12-7,7,149
SC7,2023-12-7,8,229
SC7,2023-12-7,9,277
SC7,2023-12-7,10,671
SC7,2023-12-7,11,1007
SC7,2023-12-7,12,1673
SC7,2023-12-7,13,3313
SC7,2023-12-7,14,1225
SC7,2023-12-7,15,2690
SC7,2023-12-7,16,788
SC7,2023-12-7,17,1533
SC7,2023-12-7,18,1312
SC7,2023-12-7,19,1653
SC7,2023-12-7,20,2276
SC7,2023-12-7,21,2234
SC7,2023-12-7,22,2673
SC7,2023-12-7,23,3250
SC7,2023-12-8,0,2771
SC7,2023-12-8,1,2776
SC7,2023-12-8,2,3225
SC7,2023-12-8,3,2772
SC7,2023-12-8,4,2280
SC7,2023-12-8,5,2110
SC7,2023-12-8,6,197
SC7,2023-12-8,7,151
SC7,2023-12-8,8,234
SC7,2023-12-8,9,283
SC7,2023-12-8,10,684
SC7,2023-12-8,11,1027
SC7,2023-12-8,12,1706
SC7,2023-12-8,13,3378
SC7,2023-12-8,14,1249
SC7,2023-12-8,15,2742
SC7,2023-12-8,16,804
SC7,2023-12-8,17,1563
SC7,2023-12-8,18,1338
SC7,2023-12-8,19,1685
SC7,2023-12-8,20,2321
SC7,2023-12-8,21,2277
SC7,2023-12-8,22,2725
SC7,2023-12-8,23,3314
SC7,2023-12-9,0,2791
SC7,2023-12-9,1,2796
SC7,2023-12-9,2,3249
SC7,2023-12-9,3,2792
SC7,2023-12-9,4,2297
SC7,2023-12-9,5,2125
SC7,2023-12-9,6,198
SC7,2023-12-9,7,153
SC7,2023-12-9,8,235
SC7,2023-12-9,9,285
SC7,2023-12-9,10,689
SC7,2023-12-9,11,1034
SC7,2023-12-9,12,1719
SC7,2023-12-9,13,3402
SC7,2023-12-9,14,1258
SC7,2023-12-9,15,2762
SC7,2023-12-9,16,809
SC7,2023-12-9,17,1575
SC7,2023-12-9,18,1347
SC7,2023-12-9,19,1698
SC7,2023-12-9,20,2338
SC7,2023-12-9,21,2294
SC7,2023-12-9,22,2745
SC7,2023-12-9,23,3338
SC7,2023-12-10,0,2587
SC7,2023-12-10,1,2591
SC7,2023-12-10,2,3011
SC7,2023-12-10,3,2588
SC7,2023-12-10,4,2129
SC7,2023-12-10,5,1970
SC7,2023-12-10,6,184
SC7,2023-12-10,7,141
SC7,2023-12-10,8,218
SC7,2023-12-10,9,264
SC7,2023-12-10,10,639
SC7,2023-12-10,11,959
SC7,2023-12-10,12,1593
SC7,2023-12-10,13,3153
SC7,2023-12-10,14,1166
SC7,2023-12-10,15,2560
SC7,2023-12-10,16,750
SC7,2023-12-10,17,1459
SC7,2023-12-10,18,1249
SC7,2023-12-10,19,1573
SC7,2023-12-10,20,2167
SC7,2023-12-10,21,2126
SC7,2023-12-10,22,2544
SC7,2023-12-10,23,3094
SC7,2023-12-11,0,2700
SC7,2023-12-11,1,2705
SC7,2023-12-11,2,3142
SC7,2023-12-11,3,2701
SC7,2023-12-11,4,2222
SC7,2023-12-11,5,2056
SC7,2023-12-11,6,192
SC7,2023-12-11,7,148
SC7,2023-12-11,8,228
SC7,2023-12-11,9,275
SC7,2023-12-11,10,667
SC7,2023-12-11,11,1001
SC7,2023-12-11,12,1663
SC7,2023-12-11,13,3291
SC7,2023-12-11,14,1217
SC7,2023-12-11,15,2672
SC7,2023-12-11,16,783
SC7,2023-12-11,17,1523
SC7,2023-12-11,18,1303
SC7,2023-12-11,19,1642
SC7,2023-12-11,20,2261
SC7,2023-12-11,21,2219
SC7,2023-12-11,22,2656
SC7,2023-12-11,23,3229
SC7,2023-12-12,0,3353
SC7,2023-12-12,1,3358
SC7,2023-12-12,2,3902
SC7,2023-12-12,3,3354
SC7,2023-12-12,4,2759
SC7,2023-12-12,5,2552
SC7,2023-12-12,6,238
SC7,2023-12-12,7,183
SC7,2023-12-12,8,283
SC7,2023-12-12,9,342
SC7,2023-12-12,10,828
SC7,2023-12-12,11,1242
SC7,2023-12-12,12,2064
SC7,2023-12-12,13,4087
SC7,2023-12-12,14,1511
SC7,2023-12-12,15,3318
SC7,2023-12-12,16,972
SC7,2023-12-12,17,1891
SC7,2023-12-12,18,1618
SC7,2023-12-12,19,2039
SC7,2023-12-12,20,2808
SC7,2023-12-12,21,2755
SC7,2023-12-12,22,3297
SC7,2023-12-12,23,4009
SC7,2023-12-13,0,3517
SC7,2023-12-13,1,3522
SC7,2023-12-13,2,4093
SC7,2023-12-13,3,3518
SC7,2023-12-13,4,2894
SC7,2023-12-13,5,2677
SC7,2023-12-13,6,250
SC7,2023-12-13,7,192
SC7,2023-12-13,8,296
SC7,2023-12-13,9,359
SC7,2023-12-13,10,868
SC7,2023-12-13,11,1303
SC7,2023-12-13,12,2165
SC7,2023-12-13,13,4286
SC7,2023-12-13,14,1585
SC7,2023-12-13,15,3480
SC7,2023-12-13,16,1020
SC7,2023-12-13,17,1984
SC7,2023-12-13,18,1697
SC7,2023-12-13,19,2139
SC7,2023-12-13,20,2945
SC7,2023-12-13,21,2890
SC7,2023-12-13,22,3458
SC7,2023-12-13,23,4205
SC7,2023-12-14,0,3570
SC7,2023-12-14,1,3575
SC7,2023-12-14,2,4154
SC7,2023-12-14,3,3571
SC7,2023-12-14,4,2937
SC7,2023-12-14,5,2718
SC7,2023-12-14,6,253
SC7,2023-12-14,7,195
SC7,2023-12-14,8,301
SC7,2023-12-14,9,364
SC7,2023-12-14,10,882
SC7,2023-12-14,11,1323
SC7,2023-12-14,12,2198
SC7,2023-12-14,13,4351
SC7,2023-12-14,14,1609
SC7,2023-12-14,15,3533
SC7,2023-12-14,16,1035
SC7,2023-12-14,17,2014
SC7,2023-12-14,18,1723
SC7,2023-12-14,19,2171
SC7,2023-12-14,20,2989
SC7,2023-12-14,21,2934
SC7,2023-12-14,22,3511
SC7,2023-12-14,23,4269
SC7,2023-12-15,0,3294
SC7,2023-12-15,1,3300
SC7,2023-12-15,2,3834
SC7,2023-12-15,3,3296
SC7,2023-12-15,4,2711
SC7,2023-12-15,5,2508
SC7,2023-12-15,6,234
SC7,2023-12-15,7,180
SC7,2023-12-15,8,278
SC7,2023-12-15,9,336
SC7,2023-12-15,10,814
SC7,2023-12-15,11,1221
SC7,2023-12-15,12,2029
SC7,2023-12-15,13,4016
SC7,2023-12-15,14,1485
SC7,2023-12-15,15,3260
SC7,2023-12-15,16,955
SC7,2023-12-15,17,1858
SC7,2023-12-15,18,1590
SC7,2023-12-15,19,2004
SC7,2023-12-15,20,2759
SC7,2023-12-15,21,2708
SC7,2023-12-15,22,3240
SC7,2023-12-15,23,3939
SC7,2023-12-16,0,2871
SC7,2023-12-16,1,2876
SC7,2023-12-16,2,3341
SC7,2023-12-16,3,2872
SC7,2023-12-16,4,2362
SC7,2023-12-16,5,2186
SC7,2023-12-16,6,204
SC7,2023-12-16,7,157
SC7,2023-12-16,8,242
SC7,2023-12-16,9,293
SC7,2023-12-16,10,709
SC7,2023-12-16,11,1064
SC7,2023-12-16,12,1768
SC7,2023-12-16,13,3500
SC7,2023-12-16,14,1294
SC7,2023-12-16,15,2841
SC7,2023-12-16,16,833
SC7,2023-12-16,17,1620
SC7,2023-12-16,18,1386
SC7,2023-12-16,19,1746
SC7,2023-12-16,20,2404
SC7,2023-12-16,21,2360
SC7,2023-12-16,22,2824
SC7,2023-12-16,23,3433
SC7,2023-12-17,0,2763
SC7,2023-12-17,1,2768
SC7,2023-12-17,2,3216
SC7,2023-12-17,3,2764
SC7,2023-12-17,4,2274
SC7,2023-12-17,5,2104
SC7,2023-12-17,6,196
SC7,2023-12-17,7,151
SC7,2023-12-17,8,233
SC7,2023-12-17,9,282
SC7,2023-12-17,10,682
SC7,2023-12-17,11,1024
SC7,2023-12-17,12,1702
SC7,2023-12-17,13,3368
SC7,2023-12-17,14,1246
SC7,2023-12-17,15,2735
SC7,2023-12-17,16,801
SC7,2023-12-17,17,1559
SC7,2023-12-17,18,1334
SC7,2023-12-17,19,1681
SC7,2023-12-17,20,2314
SC7,2023-12-17,21,2271
SC7,2023-12-17,22,2718
SC7,2023-12-17,23,3305
SC7,2023-12-18,0,2520
SC7,2023-12-18,1,2524
SC7,2023-12-18,2,2932
SC7,2023-12-18,3,2520
SC7,2023-12-18,4,2073
SC7,2023-12-18,5,1918
SC7,2023-12-18,6,179
SC7,2023-12-18,7,138
SC7,2023-12-18,8,212
SC7,2023-12-18,9,257
SC7,2023-12-18,10,622
SC7,2023-12-18,11,934
SC7,2023-12-18,12,1551
SC7,2023-12-18,13,3071
SC7,2023-12-18,14,1136
